q,D
5.436184451592343,0.8437828019356792
5.563414455777974,1.327316786330652
5.690644459963607,1.5561133812508017
5.817874464149238,1.684818469435177
5.945104468334869,1.749568544928934
6.0723344725205015,1.7564057966226303
6.199564476706133,1.714005056783381
