q,D
5.065468965018106,0.700029032168581
5.2351803710638105,1.008890898629131
5.404891777109515,1.3099382176573173
5.574603183155219,1.5050909631987086
5.744314589200922,1.5984676630402508
5.914025995246626,1.6445857140099411
6.08373740129233,1.7056253585573524
6.253448807338034,1.8256553976179652
