q,D
6.3168734262147215,1.137589682448046
6.601722909531995,1.2343089391663695
6.886572392849269,1.3609774112832482
7.1714218761665425,1.476179141127041
7.456271359483816,1.572227131377416
7.74112084280109,1.7432405172123726
8.025970326118363,1.8040768303857364
8.310819809435637,1.486621594540809
