q,D
5.281006085073805,0.9233085815440079
5.432872991128409,1.258224208082864
5.584739897183013,1.5080536074053779
5.736606803237618,1.601940610239379
5.888473709292222,1.6486532741827382
6.0403406153468255,1.720913702556363
6.19220752140143,1.7271921455609485
